ParticipantId,QuestionId,Seq,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MiddleGamma,HRV,Difficulty
3,1,259,5856,22751,5396,9357,7200,1615,3197,523,27.33,1
3,1,260,8508,17801,2568,11404,5998,1087,1796,494,26.21,1
3,1,261,7593,22968,3370,12391,10592,1455,1511,946,25.89,1
3,1,262,7020,19310,3307,12627,6298,1331,2845,457,29.79,1
3,1,263,7922,23787,5461,10058,5190,1133,2508,566,24.74,1
3,1,264,6750,16549,4625,10930,5401,709,2191,360,29.33,1
3,1,265,7736,26181,3918,14166,6484,2406,3152,661,27.39,1
3,1,266,8462,20087,5493,14180,7323,1360,2760,580,23.87,1
3,1,267,6512,24782,3969,13798,6515,1917,2900,477,23.61,1
3,1,268,6567,22222,4199,10737,4824,1162,3938,438,30.18,1
3,1,269,5894,18729,3230,11463,9810,2613,2417,916,26.16,1
3,1,270,6653,23304,5382,12719,5878,1788,1985,650,27.11,1
3,1,271,6110,16661,7786,13077,5579,1883,2466,610,32.85,1
3,1,272,6357,19667,2997,10723,7232,1652,2453,778,28.66,1
3,1,273,5615,20202,3620,11811,4986,1373,2076,391,28.93,1
3,1,274,9304,23713,3382,9949,4736,1427,2107,326,28.91,1
3,1,275,7866,20845,4182,10947,5036,1923,2898,608,27.44,1
3,1,276,5631,18591,4787,13036,7699,2237,2811,648,21.99,1
3,1,277,6474,16638,2859,12964,6241,2590,2598,499,25.47,1
3,1,278,7889,20952,4548,10357,6162,2073,2035,412,27.63,1
3,1,279,6965,17527,6710,11289,8036,2443,2500,378,23.65,1
3,1,280,7531,24106,3439,11987,6294,1566,2361,485,31.96,1
3,1,281,3295,23187,1314,2805,4040,2157,1337,840,33.67,1
3,1,282,2770,21539,2041,2831,2757,3516,1500,672,30.36,1
3,1,283,2319,20800,885,3121,3111,1501,1029,711,30.79,1
3,1,284,3951,17560,1282,2379,3480,2531,2232,971,32.6,1
3,1,285,3726,19192,1647,3081,3703,2625,906,1085,37.19,1
3,1,286,5459,25209,750,2039,4055,2600,665,864,33.05,1
3,1,287,3144,23767,330,2668,5120,2457,684,1000,32.11,1
3,1,288,3654,23360,1210,2818,4960,1617,1246,826,32.96,1
3,1,289,4040,26915,3021,2602,5523,1552,1166,912,29.5,1
3,1,290,2834,22363,840,4185,3688,2193,1395,1228,33.43,1
3,1,291,2418,21758,1016,2098,4198,1629,1568,836,26.32,1
3,1,292,4619,18807,680,2822,4895,3297,948,1164,38.83,1
3,1,293,4889,20815,1227,3089,4761,2070,2283,982,34.99,1
3,1,294,2729,21362,1252,2871,3591,1957,684,1175,32.52,1
4,1,1,2767,40685,2063,1083,11192,7867,1304,1291,40.01,1
4,1,2,2630,38864,3902,1365,8773,7793,2209,854,39.7,1
4,1,3,3141,35122,4623,1118,5005,5804,2545,1077,36.43,1
4,1,4,4658,34293,4209,1345,7069,7184,2925,957,40.98,1
4,1,5,2176,37290,3442,2193,9168,6281,2582,1076,43.06,1
4,1,6,3714,37303,3008,2786,7637,8061,1788,1165,39.51,1
4,1,7,3457,40965,3579,2202,7894,6243,1657,886,36.06,1
4,1,8,3824,31267,2631,1392,9137,6914,1972,918,42.55,1
4,1,9,4058,37653,2967,1578,8335,8504,2475,1056,36.23,1
4,1,10,3741,39676,4169,2007,8573,8796,1652,1385,37.52,1
4,1,11,2658,43367,2990,953,6750,7970,1534,1376,35.59,1
4,1,12,1842,49970,2256,1034,7390,5058,2358,936,41.01,1
4,1,13,2432,38832,4154,1254,9546,5349,2326,1239,34.8,1
4,1,14,2544,31161,3204,1809,10281,6088,1799,1141,42.81,1
4,1,15,3275,32121,2566,1347,8043,5659,1505,801,45.14,1
4,1,16,4113,43284,2356,1477,9112,6731,2282,848,42.41,1
4,1,17,3808,37302,2426,1377,7046,5631,1674,1190,40.32,1
4,1,18,28751,15915,13656,9539,1679,4041,907,758,40.41,1
4,1,19,31713,13832,14722,8252,949,5068,1063,646,36.53,1
4,1,20,34314,12083,13570,9627,2921,4428,1057,592,40.08,1
4,1,21,20278,17620,14278,9307,4060,3808,804,623,36.28,1
4,1,22,30368,18548,15949,9369,763,3881,572,715,38.39,1
4,1,23,29723,17036,13588,8784,264,4946,1090,865,47.28,1
4,1,24,27879,14481,12833,9570,1969,3109,458,601,40.57,1
4,1,25,34109,8149,14202,10676,643,3650,1347,473,45.65,1
4,1,26,31627,16119,14830,7377,2652,5674,1240,754,40.62,1
4,1,27,30985,15036,14496,9062,1168,4105,675,1004,37.49,1
4,1,28,38084,14621,12366,8152,1718,4686,1082,790,43.12,1
4,1,29,27000,14283,18724,9339,576,3573,713,327,40.33,1
4,1,30,34997,22572,11825,10079,1738,3314,1607,679,38.26,1
4,1,31,28976,13866,12734,9037,1295,3885,1400,720,45.21,1
4,1,32,25103,17124,11255,11359,1046,4095,1588,853,41.42,1
4,1,33,25706,15598,16351,10717,1026,4321,585,574,38.33,1
4,1,34,31034,16288,14580,11731,2806,5037,330,739,44.25,1
4,1,35,29039,13637,14507,9454,1723,3882,1119,912,41.81,1
4,1,36,23162,12676,14585,9469,1911,3693,989,809,40.83,1
4,1,37,31742,17527,13512,10405,1978,4288,702,1104,43.52,1
4,1,38,25102,22271,14848,10107,2417,4070,677,657,39.91,1
4,1,39,30175,14934,9707,11917,2241,3496,1372,859,41.96,1
4,1,40,28732,14860,17371,9810,2038,2828,920,1058,38.29,1
4,1,41,40300,14416,13657,10914,1241,4803,1307,847,38,1
4,1,42,26562,17211,11989,8461,1025,4344,825,789,33.72,1
4,1,43,29207,21560,15186,9153,1389,4310,1254,961,36.16,1
4,1,44,10293,15152,3135,697,4937,2257,2661,912,40.41,1
4,1,45,12589,14212,2891,783,4929,1860,2408,709,37.99,1
4,1,46,9716,22841,5863,561,3253,3186,2732,907,38.45,1
4,1,47,7916,17505,2663,147,4912,2662,2493,796,40.79,1
4,1,48,10794,14311,3618,985,4236,3181,2645,1250,41.14,1
4,1,49,8002,14558,3202,561,5291,1824,2773,652,45.73,1
4,1,50,9527,13983,2920,221,7600,1559,3216,1158,38.19,1
4,1,51,8976,10569,2422,1470,5880,3466,2829,1095,34.55,1
4,1,52,9494,15235,4605,1378,3939,2684,2056,726,41.76,1
4,1,53,15552,11951,4210,1489,5740,1716,2960,747,38.99,1
4,1,54,11119,19580,3740,596,5282,2197,2704,1012,39.28,1
4,1,55,6202,13278,2241,1356,5614,2536,3094,762,42.6,1
4,1,56,8627,16343,2190,799,3758,2356,3289,1170,39.57,1
4,1,57,10222,17521,1745,434,2924,1684,2953,984,35.92,1
4,1,58,9990,14936,2528,340,5571,2485,3091,856,37.8,1
4,1,59,7815,12996,3404,946,7033,1267,2004,368,35.95,1
4,1,60,8795,21292,2805,840,5760,2064,2885,785,45.52,1
4,1,61,11763,18805,3145,619,2882,2485,1896,961,40.75,1
4,1,62,8332,19108,3336,656,5727,1757,2803,597,40.56,1
4,1,63,10186,13921,4344,659,5598,2337,2826,458,39.96,1
4,1,64,12910,13464,3679,435,4618,2306,2653,870,37.28,1
4,1,65,11011,24635,3233,454,5425,1772,2550,505,37.84,1
4,1,66,11161,14661,3594,230,4268,1912,3403,833,37.15,1
4,1,67,8892,15549,2607,1042,3695,2036,2255,660,41.48,1
4,1,68,13437,15676,1767,545,7447,2585,3495,793,40.26,1
4,1,69,13125,20051,3918,1363,5420,1769,2389,934,41.14,1
4,1,70,12660,2464,6838,5395,4630,2910,1861,885,40.41,1
4,1,71,12676,3709,6712,5434,4171,3486,1656,798,31.83,1
4,1,72,11828,3580,8194,5777,4137,2965,1602,944,39.85,1
4,1,73,16332,1701,5466,5107,2662,2932,1905,986,44.55,1
4,1,74,10499,1970,7458,5634,3043,3723,2237,684,40.59,1
4,1,75,13678,2867,6549,6608,4071,3424,2855,1157,39.32,1
4,1,76,12238,2265,7199,3979,4816,3287,1711,1171,42.67,1
4,1,77,16893,1021,6776,5358,3770,2622,1306,901,44.94,1
4,1,78,12795,2109,7844,5718,5260,3425,1603,949,35.03,1
4,1,79,12291,4041,7488,4403,4665,2432,2117,638,40.62,1
4,1,80,14395,1881,7417,7008,3025,2657,2147,514,42.93,1
4,1,81,9353,723,6293,3796,3007,1994,1811,636,37.49,1
4,1,82,12715,877,6218,4641,2626,3701,1891,793,37.77,1
4,1,83,9213,1545,8545,4339,3396,2839,1795,948,44.31,1
4,1,84,11505,1247,7115,7247,6171,3594,1784,980,35.97,1
4,1,85,10174,4832,6616,4435,5180,3618,1541,999,45.25,1
4,1,86,19461,3675,5530,5708,6415,2490,1313,1047,35.17,1
4,1,87,12735,2432,7705,6494,4851,2301,1794,1425,36,1
4,1,88,10349,610,7054,4263,3624,3384,1471,686,37.61,1
4,1,89,7951,1577,8924,4530,4493,3253,2054,697,36.99,1
4,1,90,12703,1400,8413,5616,6243,2221,1462,794,39.13,1
4,1,91,10110,3217,7435,6518,3683,3910,1611,955,36.52,1
4,1,92,16620,2198,6786,6180,5716,4963,2193,1471,42.14,1
4,1,93,12086,3242,6887,4259,5880,3267,2366,1103,35.63,1
4,1,94,13551,2077,7988,4764,4709,2930,1461,796,41.26,1
4,1,95,14382,2040,6584,6834,4297,2769,2039,755,36.36,1
4,1,96,3994,11823,2332,2718,10726,3772,832,892,22.91,1
4,1,97,5821,17277,1723,3304,11379,3035,425,816,24.82,1
4,1,98,2367,12570,2828,3057,11342,4219,626,753,22.15,1
4,1,99,4745,14249,2972,2899,14140,4508,794,1060,24.77,1
4,1,100,4625,14816,2287,2902,8600,4921,488,942,23.89,1
4,1,101,4956,14877,1879,1617,12927,3060,897,884,22.56,1
4,1,102,5830,8207,1869,2211,11550,4389,1124,726,21.58,1
4,1,103,3602,12244,2689,3412,10751,3993,784,1144,26.07,1
4,1,104,4302,11169,1525,3259,15042,4650,642,1011,24.36,1
4,1,105,3440,7640,2924,2808,11328,2442,1129,1071,22.75,1
4,1,106,4399,10690,4105,2421,11765,4670,600,970,18.84,1
4,1,107,1315,15956,3529,4914,11110,3358,759,971,23.69,1
4,1,108,5217,15325,4028,3355,11522,3133,1012,1099,19.1,1
4,1,109,2971,13388,2683,2918,10922,2988,591,1097,26.38,1
4,1,110,2898,12637,2541,2905,10380,3321,1248,832,25.46,1
4,1,111,1065,10657,2544,3672,8435,3790,939,903,25.62,1
4,1,112,5515,6216,2634,4126,9529,4496,917,826,18.88,1
4,1,113,3794,14517,2109,2547,8222,3757,1330,892,22.58,1
4,1,114,4297,13825,2060,2996,10493,3530,1101,917,24.03,1
4,1,115,2281,7208,2756,3216,10744,3246,1175,707,22.65,1
4,1,116,2521,12706,2614,1946,9306,3402,714,1070,26.32,1
4,1,117,3257,10415,2904,3656,9834,3713,1010,891,21.74,1
4,1,118,4989,16657,3365,1676,10145,2559,352,942,23.96,1
4,1,119,1196,14296,2430,2350,9356,3611,1185,703,21.99,1
4,1,120,4654,12014,2176,2843,11670,2967,875,1363,21.36,1
4,1,121,5789,10840,1970,1754,13245,3740,1368,589,22.06,1
4,1,122,22004,27271,3237,21616,9741,5409,7036,1404,22.91,1
4,1,123,20432,30817,3175,20478,9432,6785,7108,1257,20.53,1
4,1,124,21447,26944,2729,24231,9168,5015,6092,1179,25.23,1
4,1,125,19428,26878,3032,21596,11401,4179,6043,1277,19.77,1
4,1,126,26018,26099,4436,19340,11301,4953,8462,1679,25.92,1
4,1,127,20937,37978,2721,22714,10661,5873,7727,1450,23.86,1
4,1,128,24446,25157,3562,21153,8035,4183,8534,1497,26.01,1
4,1,129,28668,27901,3231,20981,7972,6358,7778,1506,24.71,1
4,1,130,21520,30040,2218,21435,12714,5543,6035,1765,25.06,1
4,1,131,18688,31728,3453,22423,10796,4386,7187,1383,19.78,1
4,1,132,19917,25463,2243,23151,9714,5139,8266,970,20.1,1
4,1,133,22129,27057,4259,19633,7584,5006,5741,1415,24.86,1
4,1,134,19616,28108,3216,20869,9358,5714,6460,1347,22.63,1
4,1,135,22585,26802,2484,21619,9931,3637,5543,1626,26.11,1
4,1,136,23210,32299,2605,19427,8639,4564,6968,1096,25.77,1
4,1,137,23274,30354,1809,22996,12097,6759,5661,1120,24.67,1
4,1,138,19792,31736,3403,19729,10307,4425,5831,1376,20.35,1
4,1,139,19431,26045,3144,19536,8609,6561,8897,1923,23.26,1
4,1,140,15684,28991,4116,23814,10358,6628,5332,1138,21.06,1
4,1,141,20873,23399,3237,20649,6953,5778,8316,1039,22.45,1
4,1,142,25882,23185,4981,20810,9089,4766,7231,1529,27.2,1
4,1,143,23702,36614,3343,22292,11805,3658,5853,1464,26.43,1
4,1,144,24448,30211,2438,27061,10902,5854,6488,1788,19.14,1
4,1,145,17867,23537,3603,22552,9125,4245,5538,1655,18.63,1
4,1,146,23781,27468,2680,21240,7186,5140,7051,1345,24.86,1
4,1,147,20623,28891,3514,24409,9907,5072,7322,1542,18.62,1
4,1,148,15074,33896,10637,7078,15193,4733,1997,1477,17.32,1
4,1,149,12446,40583,11509,7519,15797,3716,3106,1316,21.27,1
4,1,150,15277,37120,10683,9305,15132,3631,2465,1310,18.74,1
4,1,151,15066,34408,8521,5324,14567,6370,2180,1329,13.65,1
4,1,152,15000,46752,10063,6778,15896,4922,1840,1427,19.15,1
4,1,153,10306,34320,10266,8092,14554,5393,2586,1412,22.39,1
4,1,154,15190,32845,10809,5535,17771,4122,2510,1782,21.46,1
4,1,155,12639,33519,7435,7308,15487,3268,1721,1264,18.96,1
4,1,156,11925,31144,9316,5714,14639,4511,2401,1203,17.59,1
4,1,157,14069,38700,11035,8030,18700,4082,1571,1428,19.61,1
4,1,158,13704,33158,8838,8309,15933,5541,1386,1665,16.58,1
4,1,159,12129,40400,8712,8729,14696,4653,1748,1214,16.2,1
4,1,160,15916,37975,10717,6456,18981,4816,1621,1522,13.89,1
4,1,161,18754,28122,10307,7551,18245,6464,1840,1684,15.46,1
4,1,162,13928,34030,10082,5194,14413,5383,2324,1119,23.35,1
4,1,163,14542,36322,10649,7647,14474,4140,2434,1029,15.51,1
4,1,164,12157,33151,7988,7512,17217,3805,2269,1536,19.93,1
4,1,165,14294,37499,12499,8216,14385,3690,2171,1361,14.72,1
4,1,166,17029,35841,11539,6966,14522,5142,1688,1217,19.21,1
4,1,167,15334,41565,11844,6001,16457,4079,1913,1748,17.12,1
4,1,168,16568,35250,11118,8171,16653,4001,2553,1350,14.1,1
4,1,169,16164,33304,9838,7350,14635,4226,1753,1629,10.53,1
4,1,170,13707,31669,9417,8163,15107,4367,2455,1534,17.74,1
4,1,171,13765,32849,10874,6874,15346,5777,2347,1900,17.26,1
4,1,172,12826,29820,10722,7703,17769,4416,1669,1681,19.09,1
4,1,173,14438,42066,9448,7005,17667,5817,2053,1452,14.62,1
4,1,174,28905,5999,4037,10883,5582,2243,2048,1114,12.91,1
4,1,175,36049,3404,7483,11075,4510,1648,2527,1227,10.02,1
4,1,176,31855,5331,5545,12630,3721,3449,2279,922,16.42,1
4,1,177,26969,7063,5482,10015,5658,2981,1600,1075,17.65,1
4,1,178,25730,5560,3649,12427,5248,1716,1842,1260,20.81,1
4,1,179,35678,4393,4456,10281,5046,3163,2230,1019,13.53,1
4,1,180,32524,5442,3492,9779,5094,3769,2136,837,18.61,1
4,1,181,29110,8855,4766,10425,4808,1978,2332,1223,16.01,1
4,1,182,34012,3428,4330,13031,6220,1741,1808,844,16.87,1
4,1,183,25207,6905,3916,11848,5476,2124,1226,1150,7.7,1
4,1,184,24233,4910,3813,12297,6045,2517,2908,1348,12.99,1
4,1,185,23571,8000,6639,10941,4861,813,2357,1366,17.81,1
4,1,186,29571,5725,3928,11884,4904,2289,2452,743,11.69,1
4,1,187,34075,2835,2267,9430,6303,2227,1628,851,18.38,1
4,1,188,24655,4956,3994,11353,6686,1564,2501,1074,12.82,1
4,1,189,30964,3477,3230,12500,6797,3097,3075,1204,16.63,1
4,1,190,25392,5418,6308,13623,7576,2061,2569,1201,8.21,1
4,1,191,27924,5064,3563,11618,3562,2942,1658,719,13.98,1
4,1,192,23155,3755,4504,10727,6647,2489,2413,1156,12.01,1
4,1,193,29351,10000,5161,9863,6233,1412,1544,1278,7.9,1
4,1,194,30526,5787,5031,9540,3978,2650,2157,1118,8.98,1
4,1,195,27800,5645,3561,13032,6962,2307,1573,950,13.43,1
4,1,196,35510,7168,3755,10806,8440,2892,1967,1013,12.89,1
4,1,197,26589,3533,2531,12908,6721,3155,2405,1035,12.16,1
4,1,198,22251,8905,1814,12729,2923,2906,2504,1005,10.25,1
4,1,199,29908,2959,4148,11896,5644,2079,2494,1011,14.09,1
4,1,200,37215,25144,13693,5342,14760,4693,2012,1396,12.91,1
4,1,201,35925,22646,13168,4347,14212,5059,1800,1653,16.85,1
4,1,202,37088,22093,14122,3982,16111,4821,2353,1112,17.57,1
4,1,203,36571,26261,12213,6298,14101,4464,2307,1723,14.37,1
4,1,204,31865,26451,14671,5780,13548,6494,1852,1385,13.3,1
4,1,205,45077,22948,13705,6092,14241,4279,2066,1748,14.37,1
4,1,206,34172,24443,15512,4665,13207,3550,1980,1312,10.33,1
4,1,207,38913,20028,15391,6030,15169,4292,2945,1575,8.7,1
4,1,208,37953,26696,11028,3817,12333,4521,2222,1680,15.22,1
4,1,209,36108,26944,13216,4431,18399,4920,1781,1200,13.45,1
4,1,210,33884,24115,13827,5993,16350,5132,1424,1583,16.14,1
4,1,211,35493,27423,13563,5823,12077,4893,1614,1864,14.18,1
4,1,212,37926,23728,12997,5015,11485,4048,2662,1111,14.36,1
4,1,213,31518,22308,16107,5181,19697,4644,2804,1762,12.77,1
4,1,214,31229,29142,14043,5616,15143,3917,2362,1001,10.1,1
4,1,215,36234,27165,15499,6043,14968,5034,2521,1580,8.06,1
4,1,216,34062,20290,15315,4833,16260,3320,1832,1225,9.53,1
4,1,217,39187,26954,14166,5196,10700,4483,2062,1340,14.98,1
4,1,218,39369,27886,11285,6480,13661,4429,2129,1195,15.42,1
4,1,219,35461,24051,11306,5916,15405,3792,2209,1366,12.12,1
4,1,220,37516,27570,15088,4532,13399,4087,1880,1147,17.87,1
4,1,221,39893,19735,13314,5425,13350,6551,2048,1433,12.71,1
4,1,222,36520,25907,14166,4667,15377,5310,1990,997,12.73,1
4,1,223,37184,23119,18232,5637,15235,5530,1707,1070,13.18,1
4,1,224,36525,27704,11653,4341,14552,4876,1795,1344,11.59,1
4,1,225,32989,36125,12326,5154,13211,5229,2238,1448,10.09,1
4,1,226,63872,65478,23895,7117,24045,6658,2317,1645,12.91,1
4,1,227,71642,71191,25244,4831,23554,6213,2180,1509,10.19,1
4,1,228,59339,72242,24941,7001,22592,6253,2058,1531,8.13,1
4,1,229,67749,76069,24384,7018,24588,7608,2056,2737,11.34,1
4,1,230,70514,69110,26478,7933,25195,5706,2190,1566,4.54,1
4,1,231,66009,71043,22296,9196,20152,8465,2389,948,12.34,1
4,1,232,60992,73518,21786,6004,26849,7269,2580,1244,9.88,1
4,1,233,67577,69699,23517,8168,27622,7112,3196,1897,11.48,1
4,1,234,71253,56906,24750,6650,21315,6877,2218,1576,12.93,1
4,1,235,71138,59863,22913,7672,24977,7678,1708,1886,18.2,1
4,1,236,58659,61183,21857,5361,23721,5770,2661,1166,8.37,1
4,1,237,63883,70698,24574,4368,23320,5578,2598,1728,14.8,1
4,1,238,59264,70792,25781,5223,20028,7230,2373,1647,18.07,1
4,1,239,61605,63226,23500,6062,28672,6847,2462,1910,13.26,1
4,1,240,68748,62099,21983,8268,21544,7521,2720,1915,9.84,1
4,1,241,66509,63529,23897,6861,21410,6872,1657,1520,9.43,1
4,1,242,64400,63332,24092,7631,20338,5782,2494,1642,14.81,1
4,1,243,61995,67986,23977,6884,20209,8111,2561,1327,13.31,1
4,1,244,76454,55425,27167,5544,23229,7182,1723,1289,14.06,1
4,1,245,54669,71411,24548,5321,25543,7437,3377,2098,7.07,1
4,1,246,56110,68817,22046,5527,25749,4978,1715,1621,13.33,1
4,1,247,64665,54564,29920,6022,22480,5182,2756,2414,14.48,1
4,1,248,70045,56370,23957,8004,21525,5100,2287,2091,12.36,1
4,1,249,65908,58770,24855,8226,26290,6640,1853,1921,12.88,1
4,1,250,66457,62503,21311,7088,22359,6427,2405,1513,8.75,1
4,1,251,73215,60308,26412,7839,25650,6481,2972,1299,9.44,1
4,1,252,12954,87966,4468,28994,12038,4702,4038,3317,12.91,1
4,1,253,9936,89963,3484,29339,11705,5412,3634,3459,14.29,1
4,1,254,9422,89818,5352,28860,12630,3304,3651,3955,15.94,1
4,1,255,8178,104161,4568,28344,13050,5862,3102,2989,7.3,1
4,1,256,11412,98725,3573,26786,9726,5545,5200,2972,5.49,1
4,1,257,13593,99903,4173,29404,10981,6280,2841,3163,15.01,1
4,1,258,12183,84857,3679,31738,13480,4826,3846,2970,12.77,1
4,1,259,15024,78591,5610,28863,11497,4854,4550,3657,10.09,1
4,1,260,10530,80743,4025,25377,9287,4273,3074,2703,15.83,1
4,1,261,12086,81200,4763,27328,9856,4429,4869,3396,16,1
4,1,262,15063,91652,2334,29907,10863,5331,3998,4036,14.96,1
4,1,263,10851,93303,3238,26042,11109,3963,3383,3006,12.5,1
4,1,264,11675,79131,3660,28984,12582,2661,3716,3352,7.31,1
4,1,265,14036,96072,4935,30520,11888,5677,4883,3815,11.31,1
4,1,266,14665,79630,4494,30727,11483,3551,4429,3156,13.73,1
4,1,267,11774,88537,4112,26484,12530,4690,3739,3432,12.86,1
4,1,268,13851,86815,2921,28936,13431,6871,4604,3469,13.36,1
4,1,269,16681,85890,4167,26027,10664,4282,4627,2964,14.19,1
4,1,270,14094,88599,4456,28755,14013,5684,3039,2961,16.54,1
4,1,271,12771,91998,4525,29618,11571,4618,4956,3536,17.47,1
4,1,272,14716,89363,4439,25672,12627,4869,4981,3135,9.02,1
4,1,273,9255,99793,3977,27496,10845,6193,3192,3114,10.29,1
4,1,274,10558,82257,4144,30349,12393,6055,3946,3670,11.36,1
4,1,275,11837,89666,4134,31347,13871,4728,4820,2888,10.91,1
4,1,276,14338,80303,4029,26554,13141,4703,4242,3595,12.11,1
4,1,277,11962,72622,3525,27979,13037,5202,5446,3357,14.55,1
4,1,278,9699,20834,3849,1009,3671,3865,1637,979,16.33,1
4,1,279,13227,21940,3044,1347,2705,2989,2162,990,15,1
4,1,280,9412,21341,4702,1099,4573,3370,2260,668,18.29,1
4,1,281,8978,17813,2926,368,2926,2706,1237,857,20.46,1
4,1,282,8546,21909,3240,1605,2843,3679,2077,1307,14.68,1
4,1,283,10876,20482,3891,1268,3764,3993,2154,954,22.82,1
4,1,284,8263,22233,3544,1026,3815,3721,1249,1323,11.51,1
4,1,285,6672,23332,3980,323,3562,3320,1276,922,19.14,1
4,1,286,10846,24236,3936,982,2961,3618,895,623,21.17,1
4,1,287,7605,23229,3189,991,3602,3259,2282,1068,13.38,1
4,1,288,11051,22305,3960,226,2529,2888,2344,1476,20,1
4,1,289,9152,21284,4010,1483,2287,2552,1251,955,18.36,1
4,1,290,9555,19274,3416,1808,4819,4937,2035,803,15.8,1
4,1,291,10818,19113,3922,1523,4585,4640,1584,521,18.16,1
4,1,292,12184,19576,3978,2224,4271,3377,806,730,13.16,1
4,1,293,6970,18401,3829,1987,2375,3038,1823,689,16.98,1
4,1,294,6224,23362,4100,258,4103,2864,1577,930,19.66,1
4,1,295,6242,20194,2799,629,6835,2861,1682,1142,13.49,1
4,1,296,10812,22396,2950,1487,2081,3738,1205,1171,13.01,1
4,1,297,11391,24140,3109,942,2499,5295,2444,569,15.77,1
5,1,1,24896,25053,2422,669,10527,1258,2905,492,10.68,2
5,1,2,28085,25406,2290,881,9412,1718,3106,621,18.44,2
5,1,3,26959,20213,2220,1263,10242,819,2220,260,19.68,2
5,1,4,20858,14856,2791,1061,14807,998,2218,223,19.54,2
5,1,5,23282,19701,2338,839,10545,818,1972,673,15.97,2
5,1,6,27456,15078,2229,1370,13856,1887,2658,295,15.19,2
5,1,7,27369,20586,2665,1163,10200,1221,1842,493,21.41,2
5,1,8,22840,14010,3777,1102,9672,874,2083,458,12.76,2
5,1,9,31278,20825,3134,850,14368,1343,2216,616,14.45,2
5,1,10,25531,19884,4440,1208,10106,917,2657,398,9.91,2
5,1,11,22119,19674,3148,1030,9408,1131,2409,435,14.68,2
5,1,12,24941,21498,1725,1524,11467,1358,2732,622,18.96,2
5,1,13,22908,10428,1907,1546,12938,1147,2435,242,11.68,2
5,1,14,23779,20094,2550,1270,14407,1431,3237,436,14.33,2
5,1,15,6394,1416,8369,2220,3539,2118,1573,978,27.39,2
5,1,16,7616,25,7201,3209,3456,2286,1183,706,31.66,2
5,1,17,7282,2952,9439,1674,3108,2263,2082,582,26.51,2
5,1,18,4718,299,8247,1542,2850,3717,1166,1166,20.7,2
5,1,19,7355,766,8415,2946,2933,1573,1979,995,22.76,2
5,1,20,7972,1934,7253,1947,3038,2344,1584,848,30.87,2
5,1,21,4963,1861,6573,1469,2907,1238,1724,1099,29.16,2
5,1,22,5591,1127,6541,2737,4527,2034,1017,959,25.6,2
5,1,23,2729,482,7441,3787,1842,1024,1612,834,24.57,2
5,1,24,3996,1367,9335,2856,2366,2286,2034,1080,28.97,2
5,1,25,7380,2827,8094,2265,4464,1725,1396,1018,26.95,2
5,1,26,5195,756,8214,2321,4092,1605,920,865,23.11,2
5,1,27,8654,2055,9584,1895,1396,1389,1910,1280,25.67,2
5,1,28,7551,1298,9637,2404,3793,2294,2270,1122,27.65,2
5,1,29,6408,1539,8366,2611,4499,1968,1800,1040,27.31,2
5,1,30,7844,675,6289,2638,3657,1200,1536,811,25.15,2
5,1,31,6106,696,8755,1991,2085,2354,1739,946,20.33,2
5,1,32,8497,2427,10080,2253,3004,3144,2321,1217,23.84,2
5,1,33,4365,756,8557,1768,2983,2293,1922,937,26.28,2
5,1,34,7263,404,8704,1607,4186,2015,1726,931,28.05,2
5,1,35,7457,1389,7434,2301,3574,1410,1329,904,29.46,2
5,1,36,7059,2473,9596,1414,3238,2655,788,891,25.42,2
5,1,37,9829,981,8485,3710,3701,2719,1498,881,25.32,2
5,1,38,7208,574,8953,2810,3696,1911,1748,861,25.26,2
5,1,39,5876,2126,7959,3007,3219,3104,1433,1446,24.16,2
5,1,40,4476,874,8418,1822,6226,2388,1165,1136,24.51,2
5,1,41,8310,23859,11866,5422,8022,1925,2204,812,27.39,2
5,1,42,11066,22144,11545,6114,9230,1131,1862,994,23.27,2
5,1,43,7731,19700,9637,3912,6442,1986,1836,1004,24.35,2
5,1,44,9585,16610,11947,6107,5312,1666,1403,873,29.38,2
5,1,45,8305,21882,11624,5426,9038,2633,2739,690,28.86,2
5,1,46,7429,27673,11208,4203,6546,2079,2341,696,27.87,2
5,1,47,6297,29013,12662,3855,8889,2280,1676,636,29.45,2
5,1,48,6702,25304,11107,4787,9494,2417,1863,515,26.78,2
5,1,49,9016,20616,13348,7145,11115,2387,2674,971,27.5,2
5,1,50,6976,21350,12415,6219,5660,3204,2182,804,27.13,2
5,1,51,12338,29451,10865,4729,8916,1215,2502,844,25.36,2
5,1,52,7706,30429,12248,3852,5497,2075,2455,814,27.94,2
5,1,53,5885,15966,14720,3188,8371,2213,2703,1048,24.6,2
5,1,54,8237,20569,9739,8463,5354,1471,1448,717,27.91,2
5,1,55,8376,26646,13093,3532,8356,1708,2290,917,29.32,2
5,1,56,11256,21619,8899,6844,9398,2581,2182,698,26.71,2
5,1,57,7741,19884,10297,6738,9464,1626,3257,952,26.21,2
5,1,58,5376,23647,10969,5318,6755,2407,2142,993,29.7,2
5,1,59,7862,18092,12801,5427,6135,2424,3123,1015,26.97,2
5,1,60,10704,20572,11891,5533,7441,2107,1729,748,28.13,2
5,1,61,8618,26699,10767,5131,9410,2271,1507,1066,25.64,2
5,1,62,7907,25632,12753,7290,8184,1252,3156,837,29.97,2
