ParticipantId,TrialId,N,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MiddleGamma,HRV,Level
6,2,22,39787,14026,23194,5109,7521,4246,2439,1037,31.98,0
6,2,23,34174,14995,24885,6492,6493,3459,2221,1357,26.52,0
6,2,24,40520,15540,25534,4939,5409,4004,2782,1099,30.09,0
6,2,25,21833,19057,1473,1672,7583,2381,6266,1219,30.65,0
6,2,26,20414,18610,1408,2120,8189,2155,7050,1145,28.13,0
6,2,27,23336,20300,1615,1772,6932,2152,5844,1008,28.79,0
6,2,28,22402,20443,1757,1765,7771,2263,5817,1362,29.78,0
6,2,29,25693,17582,1282,1741,7112,2686,6693,1191,27.16,0
6,2,30,20616,19542,1942,1930,8395,1949,5953,1290,30.85,0
6,2,31,21672,13880,1242,1184,7596,2244,6675,1014,31.64,0
6,2,32,18281,22274,1304,1491,8212,2569,6403,1029,34.44,0
6,2,33,20111,16266,902,1528,7618,2412,5929,1360,25.93,0
6,2,34,20698,19096,966,1178,9001,2698,6507,1103,32.53,0
6,2,35,12729,13394,1919,9009,4434,4626,1873,978,30.6,0
6,2,36,14459,14961,2040,8327,4929,4446,1883,1140,29.99,0
6,2,37,14503,13181,1437,8415,4713,5268,2316,827,32.22,0
6,2,38,14654,17115,2008,9215,3950,4173,2235,972,30.48,0
6,2,39,11003,9972,2473,10213,3479,3812,1997,964,34.99,0
6,2,40,11930,13766,2377,9277,5182,4222,1959,938,32.11,0
6,2,41,14574,13516,2097,10477,5241,4320,1823,958,28.33,0
6,2,42,11436,11489,2281,9323,3878,4736,2103,1112,27.88,0
6,2,43,12489,12065,1414,6131,4578,4343,1885,954,28.76,0
6,2,44,13721,10834,1605,6719,3691,3701,1630,875,32.55,0
6,2,45,4924,10753,2799,4916,5327,3237,2021,768,30.69,0
6,2,46,4104,13262,2920,4118,7221,2996,2315,527,32.16,0
6,2,47,4700,8765,2624,4927,4616,3016,1790,808,32.55,0
6,2,48,3165,10557,2991,5377,5858,3747,2216,899,30.96,0
6,2,49,5048,11873,2486,5635,4792,3572,1946,727,31.48,0
6,2,50,7189,12799,2454,4890,5170,3932,2923,781,28.07,0
6,2,51,5949,13761,3424,4553,5076,3311,1462,842,29.73,0
6,2,52,7789,11610,2898,4846,4418,2941,2216,828,29.56,0
6,2,53,4590,8423,2548,5240,5008,4010,1939,781,32.4,0
6,2,54,7569,9945,2830,3303,5094,3199,2529,751,33.14,0
6,2,55,28398,13909,1814,3443,5439,3465,5716,1991,30.62,0
6,2,56,26421,15530,1978,4276,5506,3646,6463,2178,32.04,0
6,2,57,29127,15783,2008,3175,5973,3355,5191,2139,31.37,0
6,2,58,28683,14628,1104,3287,5239,3621,5988,2144,30.29,0
6,2,59,29533,16373,1634,2852,5847,4501,6341,2175,32.62,0
6,2,60,27060,15701,1931,3517,4779,3159,6083,1708,31.25,0
6,2,61,31102,12987,1355,2926,5557,2786,5478,2143,29.01,0
6,2,62,29134,13404,1641,3998,6947,3323,5780,1947,29.61,0
6,2,63,27721,12083,1938,3533,5282,3393,6317,2153,33.67,0
6,2,64,31297,13882,2124,3689,6605,3382,5981,1962,33.71,0
6,2,65,22555,10976,1649,9715,6255,2946,1372,417,30.54,0
6,2,66,24649,12535,1351,10378,6231,3144,1111,469,28.87,0
6,2,67,18096,13686,2007,9481,5432,2676,1730,494,30.96,0
6,2,68,22331,11831,1981,9627,6691,2998,1669,486,30.9,0
6,2,69,22878,11007,1700,9093,5436,2524,1352,463,28.66,0
6,2,70,23133,8813,1734,9540,6961,3200,1108,471,31.69,0
6,2,71,24748,12138,1673,10111,5663,2830,1744,442,32.2,0
6,2,72,23619,10577,1330,11539,6009,2818,1550,545,30.41,0
6,2,73,19184,11699,1356,9088,6372,3189,1558,393,30.54,0
6,2,74,26018,13000,1359,8386,5227,2355,1559,523,31.97,0
6,2,75,30882,13879,12785,5246,4662,3701,2052,1084,30.59,0
6,2,76,29487,12247,14161,4380,4639,3591,2213,1153,29.86,0
6,2,77,27509,15883,13473,3688,4606,3801,2214,1168,29.84,0
6,2,78,27840,11187,12269,4742,5285,4100,1837,1108,29.41,0
6,2,79,36370,16557,11975,6459,4538,3198,1955,988,33.59,0
6,2,80,33377,12884,11867,6932,4491,3536,2131,1125,30.7,0
6,2,81,30389,13929,12946,4809,5084,3533,1583,1072,33.4,0
6,2,82,29521,15770,15468,4321,3541,3619,1934,975,30.87,0
6,2,83,29805,13226,12619,5972,4026,3913,1816,1041,30.74,0
6,2,84,27682,15009,12760,5251,4696,3497,2770,1256,32.05,0
6,2,85,89479,28692,6570,3994,4581,2495,902,1245,30.97,0
6,2,86,88855,30777,5666,4312,5161,1897,985,1488,28.72,0
6,2,87,85791,30625,7227,4331,4888,2657,1230,1269,32.55,0
6,2,88,91402,33923,6191,3390,4369,2865,892,1206,31.09,0
6,2,89,84541,24957,8433,4707,5151,2415,912,1309,33.09,0
7,1,1,94676,27830,5993,3205,5804,2193,967,1133,30.55,0
7,1,2,97299,28198,5940,4448,4083,2476,975,1552,28.75,0
7,1,3,87474,30038,6686,4042,5468,2060,1030,1145,28.88,0
7,1,4,86810,26995,5629,3773,4589,2809,976,1287,33.06,0
7,1,5,92011,26611,6118,2645,4799,2105,871,1081,33.42,0
7,1,6,18635,13567,5499,3490,4313,4615,5862,1139,30.9,0
7,1,7,18597,17042,5877,3323,4132,4626,5794,1007,30.26,0
7,1,8,16232,14485,7100,2867,5473,5194,6234,1068,29.63,0
7,1,9,23985,12518,5522,3462,4297,3898,6276,1091,32.49,0
7,1,10,15894,14254,6363,3105,4771,4782,5635,1082,29.51,0
7,1,11,23003,14671,5845,3892,3258,5156,6563,1406,32.41,0
7,1,12,22707,10853,5474,2168,4299,5209,5974,1160,33.13,0
7,1,13,15568,16347,5896,3904,4295,5037,5494,1047,30.39,0
7,1,14,20886,13985,5631,3784,5958,3646,6088,1029,33.65,0
7,1,15,16401,13117,5102,3754,4581,4561,5392,1132,31.68,0
7,1,16,119333,12953,4696,4569,6253,4708,3234,1255,30.85,0
7,1,17,115495,16359,4590,4299,5814,4335,3749,1389,28.42,0
7,1,18,110508,14656,3954,5218,5813,4636,3023,1266,30.27,0
7,1,19,118367,11298,5588,3464,6889,4766,3136,965,33.12,0
7,1,20,119778,11634,4435,4487,6541,4475,3186,1173,31.86,0
7,1,21,110546,11687,4269,5809,5896,3695,2781,1311,31.91,0
7,1,22,129152,11420,4874,3919,8084,4745,3162,1333,29.22,0
7,1,23,116016,13409,4233,3412,4270,4152,2873,1248,30.74,0
7,1,24,121060,12203,5833,4354,5845,4462,2945,1340,30.37,0
7,1,25,117204,15778,4614,3771,6714,5116,3506,1543,30.98,0
7,1,26,472566,28623,7803,5702,5048,2265,4878,1003,30.93,0
7,1,27,485120,32404,8000,5723,5521,2471,5226,1051,27.44,0
7,1,28,455717,32372,7658,4952,5269,1756,4659,1030,32.1,0
7,1,29,476358,27826,8172,6064,5101,2034,4748,981,29.26,0
7,1,30,476987,26944,7522,4417,5460,2678,5419,1019,30.46,0
7,1,31,480818,28087,8800,5562,5180,1981,4655,962,33.05,0
7,1,32,478799,26236,7078,4294,5503,2464,4859,1057,31.71,0
7,1,33,484436,25749,7273,4844,5017,1844,5125,962,31.15,0
7,1,34,495491,26900,7698,6394,4648,2814,4974,1141,30.93,0
7,1,35,469412,25412,7864,6055,4014,2329,5163,1099,28.4,0
7,1,36,235916,169904,61070,16732,9574,14847,10218,3249,30.85,0
7,1,37,223864,171152,60227,16685,9806,14778,9257,2885,30.84,0
7,1,38,234584,167187,59322,16614,9028,16414,10163,3055,31.16,0
7,1,39,246835,166029,58946,16500,8509,14784,10211,3299,32.41,0
7,1,40,248262,157159,59939,15230,8583,14064,10253,3202,27.46,0
7,1,41,234639,163249,64075,15443,9863,14572,10047,2886,32.05,0
7,1,42,221333,168580,59239,17108,9419,16186,8801,3049,31.96,0
7,1,43,241695,168980,61870,17448,9805,14225,10067,3474,29.75,0
7,1,44,239522,168695,56905,18615,9040,15539,9014,2885,32.49,0
7,1,45,219156,166714,62683,14788,9379,16039,10714,3238,30.11,0
7,1,46,47550,17521,1272,5280,4026,3334,3762,1491,30.88,0
7,1,47,44797,18558,1342,5871,3022,3998,3751,1450,29.48,0
7,1,48,51445,17718,1196,5196,3454,3340,4389,1321,31.21,0
7,1,49,43556,16057,1019,5153,3731,3594,4241,1508,28.86,0
7,1,50,47915,18895,1463,4393,3696,3657,3549,1626,30.22,0
7,1,51,47081,19516,1394,5274,3736,3964,3915,1442,30.56,0
7,1,52,54304,16209,1861,5288,3672,3470,3953,1498,29.33,0
7,1,53,49178,16010,1330,4809,4544,3192,3753,1494,28.58,0
7,1,54,51631,15981,1510,5313,5262,3385,4153,1488,30.02,0
7,1,55,53309,21002,1557,5540,4138,3081,4160,1443,30.72,0
7,1,56,8192,17339,6949,3969,13122,2808,5416,1249,30.84,0
7,1,57,9568,19956,8217,3939,13517,2802,6059,1379,30.6,0
7,1,58,9166,16390,6959,3493,13609,3403,5353,1273,33.55,0
7,1,59,8730,17273,7893,4408,13783,2122,5439,1275,29.91,0
7,1,60,9069,19189,7272,4338,13833,2626,5384,1166,30.12,0
7,1,61,6425,15541,6572,4055,12008,3048,5340,1369,31.53,0
7,1,62,6120,20136,6907,5062,12070,2627,5013,1187,29.26,0
7,1,63,9196,16307,6677,3998,14430,3036,5878,1177,32.55,0
7,1,64,7867,17500,6737,3876,13892,2303,5101,1125,31.26,0
7,1,65,10922,21955,6437,4930,13038,2705,5948,1152,33.77,0
7,1,66,45366,35613,16726,9936,2733,3001,2146,1086,30.77,0
7,1,67,46421,31253,17167,10882,3409,2709,2384,902,30.1,0
7,1,68,42879,32539,15577,10088,2877,3049,2309,1094,27.08,0
7,1,69,41772,36869,16573,8691,2944,2883,2338,1168,28.17,0
7,1,70,48604,37983,16278,9718,2244,3125,2605,1084,32.94,0
7,1,71,39740,37651,17281,8990,3519,3103,2009,1161,28.4,0
7,1,72,40511,32010,17529,10383,2968,2589,2155,1142,29.99,0
7,1,73,48078,33162,16512,12123,2116,2881,2124,1126,30.43,0
7,1,74,41501,35515,16878,10816,1584,3216,2389,1331,28.4,0
7,1,75,42106,34553,16747,9008,2402,3251,2308,1267,34.7,0
7,1,76,307610,31302,8491,5372,3366,7514,6981,2278,24.49,1
7,1,77,308870,28425,7947,5626,3040,7728,7071,2248,24.3,1
7,1,78,300863,31202,9943,6128,2977,6460,7150,2405,25.08,1
7,1,79,292122,31353,9407,5185,3757,8259,7830,2360,23.83,1
7,1,80,317481,34181,7511,5825,3188,6640,6147,2121,24.14,1
7,1,81,311453,29030,8197,5341,3365,7500,7308,2133,24.51,1
7,1,82,304795,32278,7000,5708,4312,7727,7911,2439,23.2,1
7,1,83,308055,40642,8339,6210,3731,7289,6193,2194,23.16,1
7,1,84,302800,35622,9263,5945,3334,7111,6759,2070,21.92,1
7,1,85,302090,27446,8048,5845,3093,8304,6935,2191,21.73,1
7,1,86,4982,22024,7380,5581,7951,5112,1697,1069,54.16,1
7,1,87,5277,19873,6917,5330,5793,5809,1675,1080,56.89,1
7,1,88,4547,23829,6862,5104,6869,6180,1511,987,53.43,1
7,1,89,3900,19446,8209,5741,8448,4511,1858,1062,53.92,1
7,2,1,5932,22646,7670,5494,8192,5682,1845,1374,55.97,1
7,2,2,6160,21297,7405,5804,8512,4651,1727,1031,56.98,1
7,2,3,3660,21631,8777,5493,8858,6295,1802,1076,56.42,1
7,2,4,5412,20295,7881,4529,7677,5941,1710,913,52.67,1
7,2,5,4663,19813,7877,4630,8597,5087,2007,1058,53.54,1
7,2,6,6061,21291,8325,6226,9227,5775,2017,1021,53.52,1
7,2,7,54420,96328,35567,18094,4465,7384,2029,1357,54.16,1
7,2,8,53429,89833,34951,16613,3314,7983,1548,1402,53.79,1
7,2,9,54887,95741,37160,17729,3896,7730,1495,1280,51.74,1
7,2,10,56391,90418,37597,17661,4487,7708,1896,1485,54.27,1
7,2,11,53952,99663,34738,17546,3220,7688,1935,1265,56.31,1
7,2,12,56928,97389,36743,18505,3566,6865,2249,1484,57.28,1
7,2,13,55194,101171,35858,18510,4357,6909,1782,1472,52.02,1
7,2,14,51474,94269,33483,17701,4568,6390,1710,1271,54.13,1
7,2,15,59258,89173,35956,19671,4502,7188,2100,1263,56.46,1
7,2,16,54177,96174,34882,16849,4184,7174,1977,1283,54.09,1
7,2,17,88265,56480,6584,4031,3817,1708,3517,971,54.16,1
7,2,18,83148,56026,6879,4719,4175,1196,3453,926,53.04,1
7,2,19,83891,57513,5243,3878,3095,1860,3375,1152,53.68,1
7,2,20,87455,53237,6753,3645,3969,1836,3233,952,52.87,1
7,2,21,92275,54477,6096,2945,3824,1390,3631,1032,52.65,1
7,2,22,88580,56579,6276,4371,5226,1724,3827,1282,54.44,1
7,2,23,87974,55535,8080,3909,3326,1398,3610,954,51.7,1
7,2,24,82033,59035,6900,3802,3968,1134,2876,1049,55.99,1
7,2,25,90433,57742,6009,4173,3445,1189,3227,1050,53.96,1
7,2,26,86312,55520,5613,3730,3770,1476,3425,988,55.51,1
7,2,27,6839,9548,5421,1561,5601,2087,2104,1251,54.16,1
7,2,28,8430,9926,5353,1974,5604,1983,2328,1254,55.28,1
7,2,29,5525,11532,4978,1706,5422,2149,2173,1451,55.67,1
7,2,30,6933,12122,5095,1282,6434,1958,2429,1289,51.45,1
7,2,31,6326,11437,6123,1691,4550,1248,2177,1139,54.15,1
7,2,32,7471,9734,4189,1876,5661,1946,2393,1098,51.09,1
7,2,33,8391,10043,5806,1896,6765,1897,2010,1045,54.05,1
7,2,34,6648,12325,4740,1532,6236,1946,1796,1295,57.03,1
7,2,35,8634,10220,5734,1169,4302,1701,2422,1094,52.96,1
7,2,36,6482,7319,5244,1419,5504,1936,1963,1239,51.88,1
7,2,37,7594,28564,4092,4900,1937,2929,1596,1207,44.16,1
7,2,38,6614,28103,4510,4717,1291,2502,1417,1273,40.84,1
7,2,39,7644,30309,5259,4388,1622,2610,2066,1131,44.56,1
7,2,40,8137,26123,3736,5268,2575,3043,1995,1304,43.1,1
7,2,41,8654,25179,3953,4927,1250,2289,1618,1156,44.32,1
7,2,42,7932,29765,3986,4901,2237,2812,1692,1074,42.69,1
7,2,43,6016,30299,3624,5220,1840,2002,1454,993,45.72,1
7,2,44,8254,30297,4589,5154,1662,3565,1614,1459,47.04,1
7,2,45,5785,29759,3987,4293,2010,3576,1440,1138,44.1,1
7,2,46,5743,28097,3863,4617,1352,3453,1717,1387,44.61,1
7,2,47,4311,9219,11530,2294,3633,2111,899,803,44.16,1
7,2,48,4043,10162,11048,3032,3525,1768,761,917,45.08,1
7,2,49,3824,11674,13401,2086,3800,1725,955,874,43.92,1
7,2,50,6064,10168,12549,2275,3205,1433,762,717,42.27,1
7,2,51,4345,10052,10873,1756,3021,2231,1074,925,44.31,1
7,2,52,4914,10895,11792,2216,3078,2037,633,849,43.89,1
7,2,53,5575,8340,11031,2227,3394,1948,902,905,44.72,1
7,2,54,4289,6630,9753,2453,4585,2085,967,858,43.42,1
7,2,55,4231,11249,10282,2531,3336,2389,1050,664,44.78,1
7,2,56,5317,13255,11094,2599,2936,1942,1145,836,43.91,1
7,2,57,4743,8228,3763,1749,4081,1368,1353,630,44.16,1
7,2,58,5088,6805,3859,2199,4427,1171,1152,674,42.26,1
7,2,59,5204,7912,3399,1699,4195,1156,1314,641,43.83,1
7,2,60,5703,6187,3706,2651,4082,1139,1153,526,44.52,1
7,2,61,3888,7966,3714,1727,4749,1090,1578,644,42.14,1
7,2,62,6424,7740,3836,1592,4611,2028,1583,611,45.15,1
7,2,63,4085,7458,3738,1261,4414,1273,1378,639,44.05,1
7,2,64,3643,10054,4181,2003,4283,1263,1614,566,44.17,1
7,2,65,5737,9302,3206,1761,3188,1291,1362,629,42.94,1
7,2,66,4617,8174,3751,1758,3557,1740,1622,595,46.95,1
7,2,67,56840,41551,13165,6254,21556,16061,7953,2832,65.83,1
7,2,68,54825,37796,12782,5544,23296,16267,8117,2622,63.73,1
7,2,69,55766,48944,14875,5391,22479,16541,8491,2668,65.96,1
7,2,70,50074,46872,11350,6879,23974,16433,7999,2794,67.69,1
7,2,71,56087,39600,13257,6249,22916,17594,8216,2538,68.15,1
7,2,72,58470,44734,15513,6036,20596,15512,7646,2885,65.25,1
7,2,73,55740,45234,12424,7591,21108,14601,8229,3290,65.98,1
7,2,74,53601,46464,15034,6000,20031,15591,8737,3109,63.92,1
7,2,75,59150,44330,13508,6089,21601,17012,8124,2759,67.87,1
7,2,76,58226,43445,13079,6183,21322,15685,7747,2608,68.85,1
7,2,77,417802,29738,7138,3694,2126,493,383,236,65.83,1
7,2,78,409971,33195,8010,3704,3445,531,551,265,62.91,1
7,2,79,411752,28828,6141,2991,2283,488,424,243,66.2,1
7,2,80,414672,27265,7026,2865,2735,326,239,190,67.54,1
7,2,81,417562,28904,6887,3797,2031,554,386,202,65.5,1
7,2,82,431712,32033,6413,3518,2574,699,426,147,64.32,1
7,2,83,419836,29479,7908,3839,1697,529,331,205,67.92,1
7,2,84,425470,33360,6939,3601,2117,674,443,227,65.63,1
7,2,85,412859,26388,7352,4281,1684,819,413,152,65.87,1
7,2,86,418592,31146,6502,4495,2326,493,499,405,66.39,1
7,2,87,13727,9802,5098,8104,5411,4205,1237,2147,65.83,1
7,2,88,11685,9264,4809,8193,4522,3576,1417,2292,66.76,1
7,2,89,14810,11371,4945,8199,6929,5351,1426,2343,65.34,1
8,1,1,12383,10982,5664,7884,4359,4205,1320,2188,67.16,1
8,1,2,12328,9384,5157,6898,4908,4187,1813,1931,66.54,1
8,1,3,14894,11814,4602,8253,6102,4681,1564,2084,69.58,1
8,1,4,14764,8720,4713,8845,6215,4572,1107,2472,66.84,1
8,1,5,15524,8773,5187,8956,6397,4079,1910,2203,67.04,1
8,1,6,13414,9832,5171,7983,4342,5124,1100,2153,64.99,1
8,1,7,11970,9769,5074,9683,4535,5896,951,2315,65.07,1
8,1,8,23938,12242,5119,3332,7948,4772,1708,968,41.23,1
8,1,9,22655,11685,4372,3156,8338,4546,1531,900,37.77,1
8,1,10,24172,12520,4987,3283,8973,4919,2002,1079,40.55,1
8,1,11,21687,8843,6199,2854,7256,4994,1937,857,42.39,1
8,1,12,20472,15519,4963,2878,8407,4794,1809,876,41.73,1
8,1,13,24984,14809,5263,3497,8378,5796,1278,959,41.08,1
8,1,14,26122,12025,4716,3534,9666,5400,1832,867,35.29,1
8,1,15,23882,12061,5237,3385,7726,4536,1324,885,39.44,1
8,1,16,25697,14365,5293,2844,9058,4794,1709,785,42.37,1
8,1,17,24439,12552,4713,3108,7922,4826,1773,980,37.73,1
8,1,18,10229,11517,3080,3667,4138,3634,1418,794,41.23,1
8,1,19,10967,15052,3518,3713,3853,3720,1222,717,42.65,1
8,1,20,9881,12210,2944,4087,4316,3618,1229,650,42.24,1
8,1,21,9450,14003,2855,4330,5113,3344,1189,834,39.47,1
8,1,22,8469,9981,2543,3038,3584,2860,1518,658,42.53,1
8,1,23,9521,10757,3490,2843,4657,4273,1214,874,41.6,1
8,1,24,12046,11877,2613,3696,3737,3510,1155,776,39.5,1
8,1,25,8340,13160,3125,4155,5061,2553,1841,642,40.71,1
8,1,26,9454,13022,2781,4348,4081,3707,1046,768,40.84,1
8,1,27,10334,9255,3802,4121,4316,3152,1403,648,38.1,1
8,1,28,4936,20150,5129,7319,9163,8643,1933,863,41.23,1
8,1,29,4126,22207,4115,5717,7649,9879,2052,961,38.89,1
8,1,30,3546,22950,6001,8015,10080,10078,1988,692,39.51,1
8,1,31,4833,21413,4933,7178,9115,6461,2340,1023,42.52,1
8,1,32,4841,23323,6092,7380,10183,8454,2039,982,44.77,1
8,1,33,5133,17940,5506,6915,11272,8020,2504,999,41.65,1
8,1,34,4573,18442,4537,8597,10801,9552,2222,668,42.32,1
8,1,35,4853,20191,4181,5923,9464,8377,1713,854,42.42,1
8,1,36,4404,24235,4468,6077,8722,9546,1921,778,42.77,1
8,1,37,5200,18515,4884,8013,8946,7762,1651,687,41.43,1
8,1,38,16873,15452,2577,7697,9168,2542,2049,1149,41.23,1
8,1,39,16545,12988,3054,6517,8304,2545,1923,924,39.61,1
8,1,40,17677,16003,1717,7542,7446,3195,2359,979,40.27,1
8,1,41,15309,15364,3473,6404,8520,2804,2046,1330,40.17,1
8,1,42,16468,16185,2635,6992,7949,2615,2270,1159,40.96,1
8,1,43,16869,15993,2433,8710,9590,2869,1652,1002,38.73,1
8,1,44,19111,19918,2426,7130,10244,2052,2229,1171,42.34,1
8,1,45,15934,11890,3111,7811,9219,2135,2008,1063,42.74,1
8,1,46,16844,14308,2299,8296,8044,2559,2053,994,42.81,1
8,1,47,17398,13922,3159,7752,9287,2777,2189,1064,41.95,1
8,1,48,9710,17062,4946,7366,11280,2819,2084,1181,22.36,1
8,1,49,8636,15733,6187,7140,10966,3198,2145,1185,21.93,1
8,1,50,9989,16651,5671,7119,11361,2709,1869,1113,20.48,1
8,1,51,8992,17123,4500,8127,10189,2871,2180,1306,22.99,1
8,1,52,8321,21609,5681,7736,9181,2508,2056,1373,23.54,1
8,1,53,10517,19623,6043,7428,10627,2812,2037,1238,20.55,1
8,1,54,8624,15884,5860,6975,11970,3113,1848,1180,26.53,1
8,1,55,11936,16468,4480,7559,11150,2844,2027,1593,20.59,1
8,1,56,10357,21252,5064,6972,12420,2589,2122,1138,19.51,1
8,1,57,9549,16852,4498,6991,12384,2445,2431,1227,22.43,1
8,1,58,112475,53465,8658,5216,8080,2525,2507,1142,22.36,1
8,1,59,108717,55811,8001,5990,7674,2701,2262,1207,20.74,1
8,1,60,108048,52848,9417,5241,6741,2170,2852,1240,22.7,1
8,1,61,111369,53624,9654,5119,6927,2225,2534,1443,23.15,1
8,1,62,106988,53578,8623,6024,8004,2524,2241,1093,23.95,1
8,1,63,113352,51336,8514,4962,8057,2432,2166,1083,20.01,1
8,1,64,113256,49907,8935,5626,8110,2109,2059,1401,22.67,1
8,1,65,109173,50291,8557,7063,7757,1963,2889,1200,22.77,1
8,1,66,117865,53948,8052,6195,8095,2363,2223,833,22.47,1
8,1,67,106895,55059,9011,4763,8088,2998,2201,1126,22.79,1
8,1,68,9073,7880,3722,6329,2452,2459,2479,998,22.36,1
8,1,69,8048,8331,3605,6039,2837,2286,2461,985,23.97,1
8,1,70,7249,9934,4396,6200,2686,2893,2523,1014,19.17,1
8,1,71,9960,6293,3604,6375,2788,2264,2244,1192,19.87,1
8,1,72,7851,10522,3836,6497,2644,2372,2570,882,21.82,1
8,1,73,10118,6188,2549,6037,2187,2399,2361,931,24.6,1
8,1,74,8505,7910,3866,6655,2667,2416,2556,961,22.04,1
8,1,75,9360,7788,3904,6751,2959,2441,2222,1021,19.17,1
8,1,76,9435,6247,3464,6366,2374,2463,2857,998,21.22,1
8,1,77,8371,7382,4595,5259,3071,2599,2059,1070,24.29,1
8,1,78,4071,14684,2231,6347,4762,3256,1182,1356,36.97,1
8,1,79,3831,12400,1909,6644,3784,3188,807,1446,35.81,1
8,1,80,3968,15007,2161,6503,4792,2980,1027,1580,37.7,1
8,1,81,3473,16310,2347,6539,5001,3565,1209,1284,35.25,1
8,1,82,3661,13790,2752,6654,3665,3225,980,1193,39.36,1
8,1,83,4168,13306,2602,6240,4372,3213,1293,1311,37.28,1
8,1,84,3699,13399,2324,6809,5018,3582,1321,1618,35.2,1
8,1,85,4574,16552,2167,5902,4242,2825,1278,1154,36.08,1
8,1,86,4432,14829,2155,6239,5083,2755,1169,1065,35,1
8,1,87,3194,16057,2299,7291,5178,3232,1161,1370,37.65,1
8,1,88,14300,3190,646,2405,6032,4280,1520,768,36.97,1
8,1,89,12420,4590,502,2926,6096,3845,1599,946,39.42,1
8,2,1,14730,2208,625,2299,6221,4721,1433,751,38.1,1
8,2,2,15027,3364,716,2257,6485,3810,1653,668,37.23,1
8,2,3,16335,3008,618,2683,6318,3386,1024,667,38.26,1
8,2,4,13205,2708,547,3074,5171,4190,1703,782,36.76,1
8,2,5,14361,3547,915,3329,6372,3919,1337,744,38.2,1
8,2,6,16062,3245,416,2524,5892,4512,1664,800,36.81,1
8,2,7,13331,3766,918,2481,6688,4545,1228,693,36.99,1
8,2,8,14263,2914,562,2425,6761,4622,1552,602,34.61,1
8,2,9,16379,11463,2075,2749,5714,4425,1829,1262,36.97,1
8,2,10,17490,9895,2417,2251,6014,4360,1656,1567,36.23,1
8,2,11,15894,11881,3096,2301,6628,4694,1626,1183,38.42,1
8,2,12,17618,10750,2598,3136,6480,4095,1590,1192,34.63,1
8,2,13,17486,9728,2199,2908,5429,3699,1966,1274,38.42,1
8,2,14,14257,11767,2065,2796,4661,4921,1998,1250,33.8,1
8,2,15,16031,13703,2258,2942,4898,4501,1487,1316,37.81,1
8,2,16,15636,11809,2430,2289,5227,4723,1690,1196,33.47,1
8,2,17,16670,11964,2245,3136,4037,4731,1832,1305,37.01,1
8,2,18,15452,9214,1915,2869,5338,4278,1868,1262,35.29,1
8,2,19,2325,3661,4322,4623,3744,4709,2211,1306,36.97,1
8,2,20,1918,3768,4584,4028,2884,5361,1643,1348,37.94,1
8,2,21,2533,3144,3869,4440,3438,4233,2684,1440,36.92,1
8,2,22,2047,3338,3913,4611,3674,4359,2149,1253,36.84,1
8,2,23,2449,4483,4265,4179,5249,4426,1972,1183,36.88,1
8,2,24,1853,4710,4199,5273,3782,4727,1780,1184,36.7,1
8,2,25,2057,3029,4368,4382,3545,6084,2073,1248,36.74,1
8,2,26,1997,3299,4048,4844,3710,4656,2040,1179,38.39,1
8,2,27,2658,5201,4669,5703,3923,4404,1994,1168,37.46,1
8,2,28,1597,3841,3894,4263,4155,4333,2391,1261,38.33,1
8,2,29,8023,18848,4402,1846,8195,3390,1976,1665,13.23,1
8,2,30,9141,19168,4610,2022,9839,3317,1916,1606,15.53,1
8,2,31,8870,19712,4355,2012,8540,3980,2061,1831,11.96,1
8,2,32,8820,23569,4191,1433,7974,3373,2133,1841,14.47,1
8,2,33,8259,16641,4308,2179,6763,3825,1741,1679,11.57,1
8,2,34,6423,15507,4178,1814,7223,2652,2141,1324,8.92,1
8,2,35,8131,21145,5806,1533,8880,3270,1920,1635,11.96,1
8,2,36,8571,18422,4341,1648,7927,3711,2087,1900,13.73,1
8,2,37,8275,18040,4649,2796,10251,3589,1953,1582,13.21,1
8,2,38,7603,20510,4817,2015,7692,3339,1922,1905,12.95,1
8,2,39,9070,12982,4480,1648,5488,1344,1816,1231,13.23,1
8,2,40,8933,17030,4791,1622,6548,1680,1905,1236,11.47,1
8,2,41,8390,12992,4390,1132,5770,997,1905,1367,11.28,1
8,2,42,9542,12546,4498,1338,6561,1478,2633,1205,10.92,1
8,2,43,10223,12758,4124,1626,5786,1412,1914,1169,14.48,1
8,2,44,9636,14419,4876,1504,5023,1114,2266,1199,13.35,1
8,2,45,9617,12204,4839,1809,4471,1117,1577,1338,14.3,1
8,2,46,8300,14207,5050,1297,5457,1586,2304,1054,13.04,1
8,2,47,9161,12176,3788,1566,4111,1268,1422,1085,13.34,1
8,2,48,7378,11746,3722,1846,5443,1659,1534,1109,13.14,1
8,2,49,4015,39951,3492,2201,8086,2742,2424,1321,13.23,1
8,2,50,5104,40801,3823,2334,7554,2384,2152,1538,13.73,1
8,2,51,3309,39057,2988,2386,9040,2049,2532,1680,13.67,1
8,2,52,3860,39222,3273,2207,8292,2887,2368,1167,12.35,1
8,2,53,4639,43792,3708,2287,7504,2562,1917,1325,12.59,1
8,2,54,5215,38854,2627,2495,6686,3281,2741,1430,14.62,1
8,2,55,3829,40992,3285,3105,7219,2785,2588,1331,14.97,1
8,2,56,3982,39721,2542,2410,9951,2131,1842,1372,11.64,1
